timestamp,wp_idx,x,y,yaw,pitch,x_ref,y_ref,yaw_ref,dist_err,yaw_err,gain_L,gain_R,v_raw,w_raw,v_final,w_final,grav_comp
1777512986,0,-7.404239774260889e-19,1.2947757489209844e-18,0.0,-0.0,-6.6638157968348e-19,1.1652981740288859e-18,0.0,1.4915334077188367e-18,0.0,1.0,1.0,0.045034331081636195,-0.10818205796478576,0.045034331081636195,-0.10818205796478576,-0.0
