timestep,v,omega,controller,solve_time_ms
0,0.9427108398244998,-0.004063470113235823,AdaptiveMPC,0.0
1,1.413860070966555,-0.009067638701504288,AdaptiveMPC,0.0
2,1.4133299896634928,-0.015121691823220354,AdaptiveMPC,0.0
3,1.4124468802566674,-0.022545062298869507,AdaptiveMPC,0.0
4,1.4112112820223128,-0.030095201600573624,AdaptiveMPC,0.0
5,1.4096239502057353,-0.037675533243082995,AdaptiveMPC,0.0
6,1.4076858562821064,-0.04529371895682273,AdaptiveMPC,0.0
7,1.4053981882949365,-0.05295749657870385,AdaptiveMPC,0.0
8,1.4027623512746241,-0.0606746956136948,AdaptiveMPC,0.0
9,1.3997799677400116,-0.06845325297838896,AdaptiveMPC,0.0
10,0.2299254734176348,-0.01680934703741377,AdaptiveMPC,138.8764999974228
11,0.2299254734176348,-0.01680934703741377,AdaptiveMPC,138.8764999974228
12,0.2299254734176348,-0.01680934703741377,AdaptiveMPC,138.8764999974228
13,0.2299254734176348,-0.01680934703741377,AdaptiveMPC,138.8764999974228
14,0.2299254734176348,-0.01680934703741377,AdaptiveMPC,138.8764999974228
15,0.3410150182942683,-0.028193478560831098,AdaptiveMPC,86.82039999985136
16,0.3410150182942683,-0.028193478560831098,AdaptiveMPC,86.82039999985136
17,0.3410150182942683,-0.028193478560831098,AdaptiveMPC,86.82039999985136
18,0.3410150182942683,-0.028193478560831098,AdaptiveMPC,86.82039999985136
19,0.3410150182942683,-0.028193478560831098,AdaptiveMPC,86.82039999985136
20,0.4370981198322171,-0.0418146066709526,AdaptiveMPC,84.83540000088396
21,0.4370981198322171,-0.0418146066709526,AdaptiveMPC,84.83540000088396
22,0.4370981198322171,-0.0418146066709526,AdaptiveMPC,84.83540000088396
23,0.4370981198322171,-0.0418146066709526,AdaptiveMPC,84.83540000088396
24,0.4370981198322171,-0.0418146066709526,AdaptiveMPC,84.83540000088396
25,0.49979226587069736,-0.05765393521847595,AdaptiveMPC,137.70859999931417
26,0.49979226587069736,-0.05765393521847595,AdaptiveMPC,137.70859999931417
27,0.49979226587069736,-0.05765393521847595,AdaptiveMPC,137.70859999931417
28,0.49979226587069736,-0.05765393521847595,AdaptiveMPC,137.70859999931417
29,0.49979226587069736,-0.05765393521847595,AdaptiveMPC,137.70859999931417
30,0.49964335296074947,-0.0755448948749331,AdaptiveMPC,122.02429999888409
31,0.49964335296074947,-0.0755448948749331,AdaptiveMPC,122.02429999888409
32,0.49964335296074947,-0.0755448948749331,AdaptiveMPC,122.02429999888409
33,0.49964335296074947,-0.0755448948749331,AdaptiveMPC,122.02429999888409
34,0.49964335296074947,-0.0755448948749331,AdaptiveMPC,122.02429999888409
35,0.49943886220397476,-0.09476225290609719,AdaptiveMPC,81.99389999936102
36,0.49943886220397476,-0.09476225290609719,AdaptiveMPC,81.99389999936102
37,0.49943886220397476,-0.09476225290609719,AdaptiveMPC,81.99389999936102
38,0.49943886220397476,-0.09476225290609719,AdaptiveMPC,81.99389999936102
39,0.49943886220397476,-0.09476225290609719,AdaptiveMPC,81.99389999936102
40,0.49916839782220673,-0.11536604705483589,AdaptiveMPC,140.69590000144672
41,0.49916839782220673,-0.11536604705483589,AdaptiveMPC,140.69590000144672
42,0.49916839782220673,-0.11536604705483589,AdaptiveMPC,140.69590000144672
43,0.49916839782220673,-0.11536604705483589,AdaptiveMPC,140.69590000144672
44,0.49916839782220673,-0.11536604705483589,AdaptiveMPC,140.69590000144672
45,0.49881890800547046,-0.13749515077557417,AdaptiveMPC,93.41149999818299
46,0.49881890800547046,-0.13749515077557417,AdaptiveMPC,93.41149999818299
47,0.49881890800547046,-0.13749515077557417,AdaptiveMPC,93.41149999818299
48,0.49881890800547046,-0.13749515077557417,AdaptiveMPC,93.41149999818299
49,0.49881890800547046,-0.13749515077557417,AdaptiveMPC,93.41149999818299
50,0.4983738029078848,-0.1613482872848957,AdaptiveMPC,98.291700000118
51,0.4983738029078848,-0.1613482872848957,AdaptiveMPC,98.291700000118
52,0.4983738029078848,-0.1613482872848957,AdaptiveMPC,98.291700000118
53,0.4983738029078848,-0.1613482872848957,AdaptiveMPC,98.291700000118
54,0.4983738029078848,-0.1613482872848957,AdaptiveMPC,98.291700000118
55,0.49781198566848467,-0.187173160408604,AdaptiveMPC,89.00480000011157
56,0.49781198566848467,-0.187173160408604,AdaptiveMPC,89.00480000011157
57,0.49781198566848467,-0.187173160408604,AdaptiveMPC,89.00480000011157
58,0.49781198566848467,-0.187173160408604,AdaptiveMPC,89.00480000011157
59,0.49781198566848467,-0.187173160408604,AdaptiveMPC,89.00480000011157
60,0.4971067740364113,-0.21525874771655729,AdaptiveMPC,115.66380000294885
61,0.4971067740364113,-0.21525874771655729,AdaptiveMPC,115.66380000294885
62,0.4971067740364113,-0.21525874771655729,AdaptiveMPC,115.66380000294885
63,0.4971067740364113,-0.21525874771655729,AdaptiveMPC,115.66380000294885
