timestep,px,py,theta,px_ref,py_ref,theta_ref,error_px,error_py,error_theta,error_norm
0,0.0,0.0,0.7853356621996614,0.0,0.0,0.7853356621996614,0.0,0.0,0.0,0.0
1,0.013332777787222137,0.013331111262216722,0.7852543927973967,0.01999966666833333,0.01999866669333308,0.7852481546488611,-0.006666888881111192,-0.006667555431116358,6.238148535619992e-06,0.009428878071891186
2,0.028288546422433867,0.02828258011591916,0.7851529416995668,0.03999733338666616,0.03998933418663416,0.7850230608876738,-0.011708786964232294,-0.011706754070715,0.00012988081189302392,0.016557797319428583
3,0.04288436880529996,0.04287124582891914,0.7850379585653618,0.05999100040499132,0.0599640064794446,0.7846476544182689,-0.017106631599691363,-0.017092760650525465,0.0003903041470929569,0.02418577368353034
4,0.057597782122521264,0.05757406327721867,0.7848974699074327,0.07997866837326832,0.07991469396917268,0.7841215594114672,-0.022380886250747058,-0.022340630691954008,0.0007759104959654817,0.03163241827905204
5,0.07241630805607764,0.07237775755671516,0.7847295334288008,0.09995833854135666,0.09983341664682815,0.7834442486492034,-0.02754203048527902,-0.027455659090112994,0.0012852847795974398,0.03891052063760145
6,0.09918254567215606,0.09910822566679073,0.7836051509586229,0.11992801295888919,0.11971220728891936,0.7826150424646705,-0.020745467286733127,-0.020603981622128634,0.000990108493952424,0.029255406106559616
7,0.12580977079771055,0.1256401356996264,0.7824678653062324,0.13988569467506554,0.1395431146442365,0.7816331073758956,-0.014075923877354984,-0.013902978944610095,0.0008347579303367159,0.019802052351653446
8,0.15232944914850685,0.1520048465820469,0.7813163596214514,0.1598293879383454,0.15931820661424598,0.7804974544099562,-0.0074999387898385395,-0.007313360032199068,0.0008189052114951911,0.010507374674832221
9,0.17877422376684476,0.17823461286633488,0.7801502349555002,0.17975709839602208,0.17902957342582415,0.7792069371144732,-0.000982874629177316,-0.0007949605594892717,0.0009432978410269799,0.0015772810924848189
10,0.20517720348129467,0.20436191489039068,0.778970016418058,0.1996668332936563,0.19866933079506124,0.7777602492524496,0.005510370187638364,0.005692584095329439,0.0012097671656083886,0.00801456361146354
11,0.2235191563476529,0.22246956114895827,0.7770882933832918,0.21955660167434962,0.21822962308086932,0.7761559221759956,0.003962554673303281,0.00423993806808895,0.0009323712072961676,0.005877774275041739
12,0.24191202137745105,0.24055925388747196,0.7751978158295615,0.23942441457783872,0.23770262642713458,0.774392321873985,0.002487606799612324,0.00285662746033738,0.0008054939555764973,0.0038726384480223986
13,0.26035081737296156,0.25862567110510293,0.7732983613374244,0.2592682852393897,0.2570805518921551,0.7724676456882399,0.0010825321335718452,0.0015451192129478097,0.0008307156491844658,0.0020613970244074864
14,0.27883120147145257,0.27666416247364506,0.7713901717899599,0.279086229288473,0.27635564856411376,0.7703799186924472,-0.00025502781702041455,0.00030851390953129387,0.0010102530975127921,0.0010866606373945238
15,0.2973495010087011,0.294670787703293,0.7694738790904816,0.29887626494719843,0.29552020666133955,0.7681269897276758,-0.001526763938497322,-0.0008494189580465217,0.0013468893628058032,0.002206044343576102
16,0.317430599676422,0.3141223045443079,0.7667390733970407,0.31863641322849195,0.31456656061611776,0.7657065270881165,-0.0012058135520699453,-0.0004442560718098676,0.0010325463089242426,0.0016484846556060358
17,0.33755940064313905,0.3335136106845675,0.763999535806909,0.33836469813399206,0.33348709214081446,0.7631160138505118,-0.0008052974908530075,2.6518543753017987e-05,0.0008835219563972929,0.0011957501115923135
18,0.3577368706286989,0.3528455054208412,0.7612555477561689,0.35805914685164836,0.35227423327509,0.760352742840698,-0.0003222762229494469,0.0005712721457512004,0.0009028049154709006,0.0011159169072059811
19,0.3779639743433153,0.37211878132747755,0.7585076377123556,0.37771778995300115,0.3709204694129827,0.7574138112307743,0.0002461843903141525,0.0011983119144948762,0.0010938264815812948,0.0016410406973208316
20,0.39824161905556976,0.3913341812594681,0.7557564888994347,0.39733866159012243,0.38941834230865047,0.754296114760662,0.0009029574654473294,0.0019158389508176499,0.0014603741387726465,0.002572637497797365
21,0.41742016610784,0.4094081770468365,0.7521182914474522,0.4169197996921991,0.40776045305957015,0.7509963415782595,0.0005003664156408849,0.0016477239872663696,0.0011219498691927843,0.0020552694220213556
22,0.43666368088332286,0.4274116587167831,0.7484780894180494,0.43645924616173865,0.4259394650659996,0.74751096569306,0.0002044347215842124,0.0014721936507834932,0.000967123724989416,0.0017732670414333674
23,0.4559717723890383,0.4453441983093027,0.7448361088127775,0.4559550470703768,0.44394810696551984,0.7438362400390204,1.6725318661481303e-05,0.0013960913437828792,0.0009998687737571288,0.0017172909890884533
24,0.47534417626462055,0.4632054978534232,0.7411926007097578,0.47540525285426916,0.46177917554148284,0.7399681891436981,-6.107658964860097e-05,0.0014263223119403423,0.00122441156605968,0.0018807736095667296
25,0.49478062839287945,0.48099527099776673,0.7375475217357755,0.4948079185090459,0.479425538604203,0.7359026014022606,-2.7290116166422962e-05,0.0015697323935637275,0.001644920333514932,0.0022738881769899244
26,0.5095892193852708,0.4944503920683844,0.7330379895527802,0.5141611037843102,0.49688013784373675,0.7316350209569904,-0.004571884399039439,-0.002429745775352321,0.0014029685957898108,0.005364150666395855
27,0.5244613437821942,0.5078413050439148,0.7285273820667438,0.5334628733776623,0.5141359916531132,0.7271607391854021,-0.009001529595468072,-0.006294686609198408,0.0013666428813416953,0.011068799724054603
28,0.5393959795423674,0.5211670177591867,0.7240156219959735,0.5527112971282275,0.5311861979208834,0.7224747858031536,-0.013315317585860131,-0.010019180161696672,0.001540836192819861,0.01673486867883808
