timestep,v,omega,controller,solve_time_ms
407,-1.900000089668236,-2.85000000226479,MPC,76.67679999940447
408,-1.9000000791282297,-2.8500000023209635,MPC,106.12130000299658
409,-1.900000063849936,-2.850000002191015,MPC,113.87370000011288
410,-1.9000000196964488,-2.850000000597318,MPC,99.80310000173631
411,-1.9000000034734559,-2.850000004870823,MPC,86.98670000012498
412,-1.9000000167966569,-2.8499999975652903,MPC,83.8344000003417
413,-1.900000188329578,-2.849999981809721,MPC,90.61199999996461
414,-1.9000002294547211,-2.849999976245951,MPC,95.06989999863436
415,-1.9000002521645825,-2.849999972663692,MPC,106.65920000246842
416,-1.9000002335141861,-2.8499999743279374,MPC,96.70189999815193
417,-1.9000002249203203,-2.849999975893276,MPC,107.98349999822676
418,-1.9000003893827926,-2.849999961101957,MPC,121.45379999856232
419,-1.90000033635115,-2.849999970541333,MPC,109.48199999984354
420,-1.900000330190806,-2.8499999762806265,MPC,108.75949999899603
