x,y,z
-2.044793239953186514e+01,3.114004149824273782e+01,1.260000000000000009e-01
-2.017036254355227243e+01,3.126654473603327489e+01,1.260000000000000009e-01
-1.989054635533967286e+01,3.138925232809491561e+01,1.260000000000000009e-01
-1.960855961257346536e+01,3.150817971897814829e+01,1.260000000000000009e-01
-1.932447809293299201e+01,3.162334235323340792e+01,1.260000000000000009e-01
-1.903837757409764464e+01,3.173475567541121123e+01,1.260000000000000009e-01
-1.875033383374679019e+01,3.184243513006200033e+01,1.260000000000000009e-01
-1.846042264955977430e+01,3.194639616173624930e+01,1.260000000000000009e-01
-1.816871979921599234e+01,3.204665421498443578e+01,1.260000000000000009e-01
-1.787530106039480771e+01,3.214322473435702676e+01,1.260000000000000009e-01
-1.758024221077558025e+01,3.223612316440448922e+01,1.260000000000000009e-01
-1.728361902803769112e+01,3.232536494967730789e+01,1.260000000000000009e-01
-1.698550728986050373e+01,3.241096553472593911e+01,1.260000000000000009e-01
-1.668598277392338503e+01,3.249294036410086761e+01,1.260000000000000009e-01
-1.638512125790571616e+01,3.257130488235255683e+01,1.260000000000000009e-01
-1.608299851948686054e+01,3.264607453403148440e+01,1.260000000000000009e-01
-1.577969033634617979e+01,3.271726476368810665e+01,1.260000000000000009e-01
-1.547527248616305151e+01,3.278489101587291543e+01,1.260000000000000009e-01
-1.516982074661684088e+01,3.284896873513635995e+01,1.260000000000000009e-01
-1.486341089538692373e+01,3.290951336602893207e+01,1.260000000000000009e-01
-1.455611871015266168e+01,3.296654035310108100e+01,1.260000000000000009e-01
-1.424801996859343234e+01,3.302006514090331279e+01,1.260000000000000009e-01
-1.393919044838859733e+01,3.307010317398605537e+01,1.260000000000000009e-01
-1.362970592721753427e+01,3.311666989689981477e+01,1.260000000000000009e-01
-1.331964218275960654e+01,3.315978075419504023e+01,1.260000000000000009e-01
-1.300907499269418288e+01,3.319945119042220938e+01,1.260000000000000009e-01
-1.269808013470063912e+01,3.323569665013179986e+01,1.260000000000000009e-01
-1.238673338645834221e+01,3.326853257787427509e+01,1.260000000000000009e-01
-1.207511052564665555e+01,3.329797441820011272e+01,1.260000000000000009e-01
-1.176328732994495496e+01,3.332403761565977618e+01,1.260000000000000009e-01
-1.145133957703260918e+01,3.334673761480374310e+01,1.260000000000000009e-01
-1.113934304458898872e+01,3.336608986018249112e+01,1.260000000000000009e-01
-1.082737351029345874e+01,3.338210979634646947e+01,1.260000000000000009e-01
